country,birth_year,num_users
Albania,1989,1
Albania,1991,1
Albania,1992,5
Albania,1993,5
Albania,1994,2
Albania,1995,3
Albania,1996,1
Albania,1997,3
Albania,1998,3
Albania,1999,1
Albania,2000,1
Albania,2002,2
Albania,2003,2
Algeria,1988,1
Algeria,1989,4
Algeria,1990,2
Algeria,1991,4
Algeria,1992,9
Algeria,1993,8
Algeria,1994,9
Algeria,1995,8
Algeria,1996,5
Algeria,1997,7
Algeria,1998,7
Algeria,1999,6
Algeria,2000,4
Algeria,2002,3
Algeria,2005,1
Andorra,1988,1
Andorra,1992,1
Andorra,1995,2
Andorra,1996,1
Andorra,1998,1
Angola,1988,1
Angola,1989,1
Angola,1992,1
Angola,1993,2
Angola,1997,1
Angola,2002,1
Antarctica,1985,1
Antarctica,1988,1
Antarctica,1989,3
Antarctica,1990,3
Antarctica,1991,1
Antarctica,1992,3
Antarctica,1993,2
Antarctica,1994,2
Antarctica,1995,3
Antarctica,1997,2
Antarctica,1998,1
Antarctica,1999,1
Antarctica,2000,1
Antarctica,2001,1
Antigua and Barbuda,1987,1
Antigua and Barbuda,1995,1
Antigua and Barbuda,1998,1
Antigua and Barbuda,2002,1
Argentina,1970,1
Argentina,1971,1
Argentina,1973,1
Argentina,1975,1
Argentina,1976,2
Argentina,1979,2
Argentina,1980,4
Argentina,1981,1
Argentina,1982,5
Argentina,1983,9
Argentina,1984,11
Argentina,1985,5
Argentina,1986,21
Argentina,1987,19
Argentina,1988,37
Argentina,1989,49
Argentina,1990,65
Argentina,1991,52
Argentina,1992,40
Argentina,1993,50
Argentina,1994,63
Argentina,1995,43
Argentina,1996,60
Argentina,1997,44
Argentina,1998,43
Argentina,1999,47
Argentina,2000,30
Argentina,2001,15
Argentina,2002,7
Argentina,2003,1
Armenia,1987,2
Armenia,1988,1
Armenia,1993,1
Armenia,1994,1
Armenia,1997,1
Aruba,1991,1
Aruba,1994,1
Aruba,1996,2
Aruba,1997,2
Aruba,1999,1
Aruba,2000,1
Australia,1969,2
Australia,1970,1
Australia,1971,2
Australia,1973,3
Australia,1974,2
Australia,1975,2
Australia,1976,3
Australia,1978,5
Australia,1979,5
Australia,1980,8
Australia,1981,5
Australia,1982,17
Australia,1983,14
Australia,1984,11
Australia,1985,26
Australia,1986,36
Australia,1987,66
Australia,1988,72
Australia,1989,100
Australia,1990,169
Australia,1991,186
Australia,1992,229
Australia,1993,227
Australia,1994,238
Australia,1995,263
Australia,1996,250
Australia,1997,199
Australia,1998,162
Australia,1999,128
Australia,2000,81
Australia,2001,59
Australia,2002,15
Australia,2003,13
Australia,2004,1
Australia,2005,2
Australia,2006,2
Australia,2007,2
Austria,1974,1
Austria,1978,1
Austria,1981,2
Austria,1982,2
Austria,1983,4
Austria,1984,6
Austria,1985,5
Austria,1986,7
Austria,1987,11
Austria,1988,23
Austria,1989,25
Austria,1990,27
Austria,1991,40
Austria,1992,41
Austria,1993,23
Austria,1994,34
Austria,1995,28
Austria,1996,21
Austria,1997,25
Austria,1998,12
Austria,1999,12
Austria,2000,11
Austria,2001,4
Austria,2002,4
Austria,2003,1
Azerbaijan,1982,1
Azerbaijan,1987,1
Azerbaijan,1988,2
Azerbaijan,1989,1
Azerbaijan,1990,3
Azerbaijan,1991,3
Azerbaijan,1992,2
Azerbaijan,1993,4
Azerbaijan,1994,2
Azerbaijan,1995,7
Azerbaijan,1996,6
Azerbaijan,1997,1
Azerbaijan,1998,1
Azerbaijan,1999,4
Azerbaijan,2000,1
Azerbaijan,2001,1
Bahrain,1985,1
Bahrain,1986,3
Bahrain,1987,3
Bahrain,1988,4
Bahrain,1989,6
Bahrain,1990,6
Bahrain,1991,3
Bahrain,1992,7
Bahrain,1993,6
Bahrain,1994,10
Bahrain,1995,8
Bahrain,1996,4
Bahrain,1997,7
Bahrain,1998,5
Bahrain,1999,3
Bangladesh,1986,1
Bangladesh,1987,4
Bangladesh,1988,5
Bangladesh,1989,3
Bangladesh,1990,11
Bangladesh,1991,13
Bangladesh,1992,17
Bangladesh,1993,24
Bangladesh,1994,30
Bangladesh,1995,22
Bangladesh,1996,32
Bangladesh,1997,35
Bangladesh,1998,40
Bangladesh,1999,23
Bangladesh,2000,21
Bangladesh,2001,11
Bangladesh,2002,5
Bangladesh,2003,3
Bangladesh,2004,1
Barbados,1988,1
Barbados,1990,1
Barbados,1993,1
Barbados,1994,2
Barbados,1997,2
Belarus,1976,1
Belarus,1979,1
Belarus,1983,2
Belarus,1984,2
Belarus,1985,1
Belarus,1986,1
Belarus,1987,6
Belarus,1988,7
Belarus,1989,13
Belarus,1990,19
Belarus,1991,15
Belarus,1992,23
Belarus,1993,12
Belarus,1994,17
Belarus,1995,7
Belarus,1996,4
Belarus,1997,4
Belarus,1998,3
Belarus,1999,1
Belarus,2000,2
Belarus,2002,1
Belarus,2007,1
Belarus,2008,1
Belgium,1974,2
Belgium,1975,1
Belgium,1977,1
Belgium,1978,3
Belgium,1979,1
Belgium,1980,5
Belgium,1981,6
Belgium,1982,2
Belgium,1983,6
Belgium,1984,12
Belgium,1985,11
Belgium,1986,20
Belgium,1987,35
Belgium,1988,40
Belgium,1989,60
Belgium,1990,61
Belgium,1991,68
Belgium,1992,47
Belgium,1993,66
Belgium,1994,65
Belgium,1995,69
Belgium,1996,50
Belgium,1997,50
Belgium,1998,38
Belgium,1999,21
Belgium,2000,13
Belgium,2001,13
Belgium,2002,5
Belgium,2005,1
Belize,1983,1
Belize,1991,1
Belize,1992,2
Belize,1994,1
Belize,1999,1
Bermuda,1987,1
Bermuda,1988,1
Bermuda,1994,1
Bhutan,1988,1
Bhutan,1993,1
Bhutan,1994,1
Bhutan,1997,1
Bhutan,1999,1
Bolivia,1983,1
Bolivia,1987,1
Bolivia,1990,2
Bolivia,1991,1
Bolivia,1992,5
Bolivia,1993,2
Bolivia,1996,1
Bolivia,2000,1
Bosnia and Herzegovina,1984,2
Bosnia and Herzegovina,1985,3
Bosnia and Herzegovina,1986,3
Bosnia and Herzegovina,1987,1
Bosnia and Herzegovina,1988,4
Bosnia and Herzegovina,1989,3
Bosnia and Herzegovina,1990,7
Bosnia and Herzegovina,1991,8
Bosnia and Herzegovina,1992,7
Bosnia and Herzegovina,1993,9
Bosnia and Herzegovina,1994,8
Bosnia and Herzegovina,1995,8
Bosnia and Herzegovina,1996,9
Bosnia and Herzegovina,1997,7
Bosnia and Herzegovina,1998,4
Bosnia and Herzegovina,1999,3
Bosnia and Herzegovina,2000,1
Bosnia and Herzegovina,2001,1
Botswana,1987,1
Botswana,1993,1
Botswana,1996,1
Brazil,1970,2
Brazil,1971,3
Brazil,1974,5
Brazil,1975,5
Brazil,1976,3
Brazil,1977,14
Brazil,1978,4
Brazil,1979,12
Brazil,1980,13
Brazil,1981,16
Brazil,1982,34
Brazil,1983,40
Brazil,1984,62
Brazil,1985,75
Brazil,1986,107
Brazil,1987,133
Brazil,1988,182
Brazil,1989,231
Brazil,1990,335
Brazil,1991,343
Brazil,1992,422
Brazil,1993,496
Brazil,1994,600
Brazil,1995,647
Brazil,1996,618
Brazil,1997,577
Brazil,1998,481
Brazil,1999,403
Brazil,2000,318
Brazil,2001,193
Brazil,2002,141
Brazil,2003,73
Brazil,2004,29
Brazil,2005,13
Brazil,2006,4
British Virgin Islands,1988,1
British Virgin Islands,1994,1
Brunei,1981,1
Brunei,1988,4
Brunei,1989,1
Brunei,1990,2
Brunei,1991,4
Brunei,1992,2
Brunei,1993,2
Brunei,1994,4
Brunei,1995,10
Brunei,1996,4
Brunei,1997,3
Brunei,2001,1
Bulgaria,1981,1
Bulgaria,1982,2
Bulgaria,1984,4
Bulgaria,1985,2
Bulgaria,1986,12
Bulgaria,1987,13
Bulgaria,1988,36
Bulgaria,1989,41
Bulgaria,1990,59
Bulgaria,1991,63
Bulgaria,1992,79
Bulgaria,1993,75
Bulgaria,1994,78
Bulgaria,1995,88
Bulgaria,1996,64
Bulgaria,1997,55
Bulgaria,1998,31
Bulgaria,1999,33
Bulgaria,2000,13
Bulgaria,2001,17
Bulgaria,2002,4
Bulgaria,2003,9
Bulgaria,2004,3
Bulgaria,2005,1
Burkina Faso,1992,1
Cambodia,1987,2
Cambodia,1988,1
Cambodia,1993,2
Cambodia,1997,1
Cambodia,1998,1
Cameroon,1996,1
Canada,1969,3
Canada,1971,2
Canada,1972,4
Canada,1973,2
Canada,1974,3
Canada,1975,9
Canada,1976,5
Canada,1977,7
Canada,1978,5
Canada,1979,10
Canada,1980,22
Canada,1981,18
Canada,1982,22
Canada,1983,31
Canada,1984,53
Canada,1985,83
Canada,1986,104
Canada,1987,127
Canada,1988,165
Canada,1989,236
Canada,1990,353
Canada,1991,419
Canada,1992,431
Canada,1993,428
Canada,1994,441
Canada,1995,423
Canada,1996,378
Canada,1997,301
Canada,1998,222
Canada,1999,145
Canada,2000,89
Canada,2001,46
Canada,2002,27
Canada,2003,11
Canada,2004,7
Canada,2006,1
Canarias,1981,1
Canarias,1986,4
Canarias,1987,2
Canarias,1988,1
Canarias,1989,2
Canarias,1990,1
Canarias,1991,1
Canarias,1992,3
Canarias,1993,4
Canarias,1994,2
Canarias,1995,1
Canarias,1996,3
Canarias,1997,2
Canarias,1998,3
Canarias,1999,2
Canarias,2000,2
Canarias,2001,2
Cape Verde,1991,1
Cape Verde,1992,1
Cayman Islands,1992,1
Cayman Islands,1997,1
Cayman Islands,2000,1
Chad,1989,1
Chile,1972,1
Chile,1978,2
Chile,1979,1
Chile,1981,4
Chile,1982,6
Chile,1983,4
Chile,1984,6
Chile,1985,6
Chile,1986,10
Chile,1987,22
Chile,1988,20
Chile,1989,38
Chile,1990,35
Chile,1991,39
Chile,1992,45
Chile,1993,33
Chile,1994,43
Chile,1995,40
Chile,1996,30
Chile,1997,39
Chile,1998,22
Chile,1999,21
Chile,2000,18
Chile,2001,7
Chile,2002,2
Chile,2003,1
Chile,2007,1
China,1972,1
China,1983,1
China,1984,1
China,1985,5
China,1986,2
China,1987,5
China,1988,12
China,1989,10
China,1990,18
China,1991,8
China,1992,18
China,1993,16
China,1994,14
China,1995,15
China,1996,14
China,1997,16
China,1998,7
China,1999,8
China,2000,8
China,2001,7
China,2002,4
China,2003,2
Colombia,1974,1
Colombia,1976,1
Colombia,1979,2
Colombia,1980,2
Colombia,1981,1
Colombia,1982,2
Colombia,1983,1
Colombia,1984,7
Colombia,1985,3
Colombia,1986,14
Colombia,1987,7
Colombia,1988,19
Colombia,1989,16
Colombia,1990,23
Colombia,1991,16
Colombia,1992,27
Colombia,1993,20
Colombia,1994,20
Colombia,1995,21
Colombia,1996,20
Colombia,1997,9
Colombia,1998,9
Colombia,1999,10
Colombia,2000,9
Colombia,2001,7
Colombia,2002,6
Colombia,2003,2
Comoros,1999,1
Costa Rica,1971,1
Costa Rica,1978,2
Costa Rica,1981,2
Costa Rica,1982,1
Costa Rica,1983,1
Costa Rica,1985,3
Costa Rica,1986,2
Costa Rica,1987,8
Costa Rica,1988,5
Costa Rica,1989,9
Costa Rica,1990,4
Costa Rica,1991,5
Costa Rica,1992,8
Costa Rica,1993,4
Costa Rica,1994,6
Costa Rica,1995,7
Costa Rica,1996,9
Costa Rica,1997,12
Costa Rica,1998,9
Costa Rica,1999,6
Costa Rica,2000,4
Costa Rica,2001,3
Costa Rica,2002,1
Costa Rica,2003,1
Croatia,1977,1
Croatia,1979,1
Croatia,1981,1
Croatia,1982,2
Croatia,1983,2
Croatia,1984,2
Croatia,1985,6
Croatia,1986,10
Croatia,1987,17
Croatia,1988,24
Croatia,1989,32
Croatia,1990,35
Croatia,1991,51
Croatia,1992,41
Croatia,1993,40
Croatia,1994,31
Croatia,1995,37
Croatia,1996,35
Croatia,1997,29
Croatia,1998,31
Croatia,1999,22
Croatia,2000,10
Croatia,2001,6
Croatia,2002,2
Croatia,2003,1
Cuba,1991,1
Cuba,1994,1
Cuba,2000,1
Curaçao,1993,1
Curaçao,1997,1
Cyprus,1975,1
Cyprus,1983,1
Cyprus,1987,2
Cyprus,1988,1
Cyprus,1989,2
Cyprus,1990,2
Cyprus,1991,6
Cyprus,1992,1
Cyprus,1993,3
Cyprus,1994,3
Cyprus,1995,2
Cyprus,1996,2
Cyprus,1997,1
Cyprus,1998,3
Czech Republic,1976,1
Czech Republic,1979,1
Czech Republic,1980,1
Czech Republic,1981,3
Czech Republic,1982,3
Czech Republic,1983,2
Czech Republic,1984,3
Czech Republic,1985,10
Czech Republic,1986,11
Czech Republic,1987,12
Czech Republic,1988,19
Czech Republic,1989,20
Czech Republic,1990,16
Czech Republic,1991,26
Czech Republic,1992,28
Czech Republic,1993,39
Czech Republic,1994,36
Czech Republic,1995,36
Czech Republic,1996,27
Czech Republic,1997,37
Czech Republic,1998,22
Czech Republic,1999,25
Czech Republic,2000,16
Czech Republic,2001,14
Czech Republic,2002,4
Czech Republic,2003,3
Democratic Republic of the Congo,1990,2
Democratic Republic of the Congo,1994,1
Democratic Republic of the Congo,1997,1
Denmark,1972,1
Denmark,1980,2
Denmark,1981,2
Denmark,1982,4
Denmark,1983,3
Denmark,1984,7
Denmark,1985,6
Denmark,1986,16
Denmark,1987,18
Denmark,1988,22
Denmark,1989,31
Denmark,1990,46
Denmark,1991,56
Denmark,1992,63
Denmark,1993,41
Denmark,1994,57
Denmark,1995,51
Denmark,1996,55
Denmark,1997,49
Denmark,1998,30
Denmark,1999,24
Denmark,2000,17
Denmark,2001,10
Denmark,2002,5
Djibouti,1992,1
Djibouti,1995,1
Djibouti,2003,1
Dominica,1995,1
Dominica,1996,1
Dominica,2003,1
Dominican Republic,1980,3
Dominican Republic,1981,1
Dominican Republic,1984,2
Dominican Republic,1985,2
Dominican Republic,1986,3
Dominican Republic,1987,1
Dominican Republic,1988,2
Dominican Republic,1989,6
Dominican Republic,1990,3
Dominican Republic,1991,7
Dominican Republic,1992,6
Dominican Republic,1993,4
Dominican Republic,1994,4
Dominican Republic,1995,3
Dominican Republic,1996,2
Dominican Republic,1997,2
Dominican Republic,1998,4
Dominican Republic,1999,1
Dominican Republic,2000,1
Dominican Republic,2001,2
Ecuador,1984,1
Ecuador,1988,3
Ecuador,1990,3
Ecuador,1991,6
Ecuador,1992,4
Ecuador,1993,2
Ecuador,1994,2
Ecuador,1995,7
Ecuador,1996,2
Ecuador,1997,4
Ecuador,1998,4
Ecuador,1999,2
Ecuador,2002,2
Ecuador,2003,1
Ecuador,2005,1
Egypt,1978,1
Egypt,1982,1
Egypt,1983,1
Egypt,1984,1
Egypt,1985,7
Egypt,1986,3
Egypt,1987,3
Egypt,1988,2
Egypt,1989,10
Egypt,1990,21
Egypt,1991,11
Egypt,1992,20
Egypt,1993,16
Egypt,1994,29
Egypt,1995,32
Egypt,1996,27
Egypt,1997,26
Egypt,1998,15
Egypt,1999,9
Egypt,2000,11
Egypt,2001,3
Egypt,2002,1
Egypt,2003,1
El Salvador,1976,1
El Salvador,1983,1
El Salvador,1985,1
El Salvador,1986,2
El Salvador,1987,2
El Salvador,1988,1
El Salvador,1989,1
El Salvador,1990,1
El Salvador,1991,1
El Salvador,1993,1
El Salvador,1994,4
El Salvador,1995,4
El Salvador,1996,4
El Salvador,1997,1
El Salvador,1998,3
El Salvador,1999,1
Estonia,1980,1
Estonia,1982,1
Estonia,1983,2
Estonia,1984,2
Estonia,1985,2
Estonia,1986,6
Estonia,1987,12
Estonia,1988,13
Estonia,1989,8
Estonia,1990,15
Estonia,1991,28
Estonia,1992,27
Estonia,1993,28
Estonia,1994,30
Estonia,1995,23
Estonia,1996,31
Estonia,1997,17
Estonia,1998,16
Estonia,1999,8
Estonia,2000,4
Estonia,2001,5
Estonia,2004,1
Faroe Islands,1984,1
Faroe Islands,1992,1
Faroe Islands,1994,1
Faroe Islands,1995,2
Faroe Islands,1996,1
Faroe Islands,1997,1
Faroe Islands,1998,1
Fiji,1996,1
Fiji,1997,1
Fiji,1998,2
Fiji,2000,1
Finland,1969,1
Finland,1979,2
Finland,1980,1
Finland,1981,4
Finland,1982,3
Finland,1983,9
Finland,1984,14
Finland,1985,19
Finland,1986,24
Finland,1987,23
Finland,1988,58
Finland,1989,83
Finland,1990,105
Finland,1991,130
Finland,1992,117
Finland,1993,111
Finland,1994,92
Finland,1995,81
Finland,1996,59
Finland,1997,57
Finland,1998,44
Finland,1999,27
Finland,2000,17
Finland,2001,13
Finland,2002,6
Finland,2003,1
Finland,2007,1
France,1973,1
France,1974,2
France,1975,1
France,1976,5
France,1977,4
France,1978,4
France,1979,12
France,1980,17
France,1981,20
France,1982,24
France,1983,32
France,1984,42
France,1985,55
France,1986,67
France,1987,70
France,1988,86
France,1989,100
France,1990,139
France,1991,158
France,1992,157
France,1993,165
France,1994,174
France,1995,174
France,1996,177
France,1997,150
France,1998,125
France,1999,96
France,2000,55
France,2001,39
France,2002,18
France,2003,10
France,2004,1
France,2005,1
France,2006,2
French Guiana,1996,1
French Polynesia,1992,1
French Polynesia,1994,1
French Polynesia,1995,1
French Polynesia,1996,1
Gabon,1996,1
Georgia,1981,1
Georgia,1984,2
Georgia,1987,2
Georgia,1988,3
Georgia,1989,6
Georgia,1990,13
Georgia,1991,10
Georgia,1992,12
Georgia,1993,16
Georgia,1994,8
Georgia,1995,9
Georgia,1996,7
Georgia,1997,8
Georgia,1998,4
Georgia,1999,4
Georgia,2000,1
Georgia,2001,1
Georgia,2003,1
Germany,1969,3
Germany,1970,3
Germany,1972,1
Germany,1973,1
Germany,1974,2
Germany,1975,2
Germany,1976,3
Germany,1977,2
Germany,1978,3
Germany,1979,5
Germany,1980,11
Germany,1981,11
Germany,1982,18
Germany,1983,27
Germany,1984,43
Germany,1985,59
Germany,1986,90
Germany,1987,118
Germany,1988,164
Germany,1989,183
Germany,1990,246
Germany,1991,239
Germany,1992,276
Germany,1993,262
Germany,1994,215
Germany,1995,174
Germany,1996,176
Germany,1997,138
Germany,1998,126
Germany,1999,85
Germany,2000,71
Germany,2001,37
Germany,2002,12
Germany,2003,8
Germany,2004,2
Germany,2006,1
Germany,2007,1
Ghana,1988,1
Ghana,1997,1
Greece,1975,1
Greece,1977,1
Greece,1978,5
Greece,1979,4
Greece,1980,3
Greece,1981,2
Greece,1982,8
Greece,1983,4
Greece,1984,5
Greece,1985,9
Greece,1986,15
Greece,1987,17
Greece,1988,23
Greece,1989,39
Greece,1990,50
Greece,1991,51
Greece,1992,75
Greece,1993,56
Greece,1994,77
Greece,1995,59
Greece,1996,57
Greece,1997,68
Greece,1998,45
Greece,1999,31
Greece,2000,31
Greece,2001,14
Greece,2002,6
Greece,2003,3
Greenland,1982,1
Greenland,1992,1
Greenland,1995,1
Greenland,1998,2
Greenland,1999,2
Grenada,1988,1
Grenada,1990,1
Grenada,1998,1
Guam,1988,1
Guam,1990,1
