country,birth_year,num_users
Poland,1998,279
Poland,1999,189
Poland,2000,150
Poland,2001,90
Poland,2002,35
Poland,2003,18
Poland,2004,8
Poland,2005,1
Portugal,1971,1
Portugal,1973,1
Portugal,1975,1
Portugal,1977,1
Portugal,1979,4
Portugal,1980,5
Portugal,1981,5
Portugal,1982,3
Portugal,1983,17
Portugal,1984,13
Portugal,1985,31
Portugal,1986,37
Portugal,1987,42
Portugal,1988,58
Portugal,1989,100
Portugal,1990,142
Portugal,1991,160
Portugal,1992,157
Portugal,1993,181
Portugal,1994,155
Portugal,1995,182
Portugal,1996,179
Portugal,1997,139
Portugal,1998,152
Portugal,1999,103
Portugal,2000,54
Portugal,2001,34
Portugal,2002,22
Portugal,2003,6
Portugal,2004,4
Portugal,2005,2
Puerto Rico,1972,1
Puerto Rico,1978,1
Puerto Rico,1980,3
Puerto Rico,1982,1
Puerto Rico,1984,1
Puerto Rico,1985,1
Puerto Rico,1986,5
Puerto Rico,1987,4
Puerto Rico,1988,5
Puerto Rico,1989,7
Puerto Rico,1990,10
Puerto Rico,1991,11
Puerto Rico,1992,14
Puerto Rico,1993,17
Puerto Rico,1994,14
Puerto Rico,1995,19
Puerto Rico,1996,13
Puerto Rico,1997,13
Puerto Rico,1998,7
Puerto Rico,1999,6
Puerto Rico,2003,1
Qatar,1981,1
Qatar,1983,2
Qatar,1985,1
Qatar,1986,4
Qatar,1988,2
Qatar,1989,2
Qatar,1990,3
Qatar,1991,3
Qatar,1992,2
Qatar,1993,4
Qatar,1994,7
Qatar,1995,2
Qatar,1996,6
Qatar,1997,5
Qatar,1998,5
Qatar,1999,4
Qatar,2001,2
Qatar,2002,2
Republic of Congo,1986,1
Republic of Serbia,1972,1
Republic of Serbia,1976,1
Republic of Serbia,1977,1
Republic of Serbia,1979,1
Republic of Serbia,1981,2
Republic of Serbia,1982,1
Republic of Serbia,1983,2
Republic of Serbia,1984,2
Republic of Serbia,1985,5
Republic of Serbia,1986,10
Republic of Serbia,1987,15
Republic of Serbia,1988,18
Republic of Serbia,1989,17
Republic of Serbia,1990,22
Republic of Serbia,1991,18
Republic of Serbia,1992,31
Republic of Serbia,1993,32
Republic of Serbia,1994,35
Republic of Serbia,1995,45
Republic of Serbia,1996,39
Republic of Serbia,1997,28
Republic of Serbia,1998,28
Republic of Serbia,1999,26
Republic of Serbia,2000,9
Republic of Serbia,2001,5
Republic of Serbia,2002,7
Republic of Serbia,2003,4
Romania,1969,1
Romania,1970,1
Romania,1977,1
Romania,1978,2
Romania,1979,1
Romania,1980,2
Romania,1981,1
Romania,1982,4
Romania,1983,5
Romania,1984,8
Romania,1985,11
Romania,1986,26
Romania,1987,28
Romania,1988,47
Romania,1989,66
Romania,1990,90
Romania,1991,74
Romania,1992,82
Romania,1993,100
Romania,1994,116
Romania,1995,109
Romania,1996,114
Romania,1997,112
Romania,1998,97
Romania,1999,55
Romania,2000,44
Romania,2001,24
Romania,2002,11
Romania,2003,5
Romania,2004,4
Romania,2005,1
Russia,1970,1
Russia,1972,1
Russia,1973,2
Russia,1974,2
Russia,1975,3
Russia,1976,2
Russia,1977,4
Russia,1978,1
Russia,1979,5
Russia,1980,10
Russia,1981,18
Russia,1982,22
Russia,1983,29
Russia,1984,45
Russia,1985,63
Russia,1986,112
Russia,1987,147
Russia,1988,227
Russia,1989,280
Russia,1990,372
Russia,1991,355
Russia,1992,395
Russia,1993,316
Russia,1994,297
Russia,1995,199
Russia,1996,141
Russia,1997,80
Russia,1998,74
Russia,1999,43
Russia,2000,15
Russia,2001,7
Russia,2002,6
Russia,2003,1
Russia,2008,1
Réunion,1985,1
Réunion,1988,1
Réunion,1993,1
Réunion,1998,1
Saint Kitts and Nevis,1995,2
Saint Kitts and Nevis,1996,1
Saint Lucia,1992,2
Saint Lucia,1995,1
Saint Lucia,1997,1
Saint Lucia,1999,1
Saint Pierre and Miquelon,1986,1
Saint Vincent and the Grenadines,1991,1
Saint Vincent and the Grenadines,1999,1
Samoa,1993,1
San Marino,1981,1
San Marino,1996,1
Saudi Arabia,1974,1
Saudi Arabia,1980,2
Saudi Arabia,1981,3
Saudi Arabia,1982,6
Saudi Arabia,1983,7
Saudi Arabia,1984,7
Saudi Arabia,1985,12
Saudi Arabia,1986,16
Saudi Arabia,1987,16
Saudi Arabia,1988,23
Saudi Arabia,1989,33
Saudi Arabia,1990,38
Saudi Arabia,1991,37
Saudi Arabia,1992,46
Saudi Arabia,1993,54
Saudi Arabia,1994,54
Saudi Arabia,1995,63
Saudi Arabia,1996,68
Saudi Arabia,1997,60
Saudi Arabia,1998,31
Saudi Arabia,1999,22
Saudi Arabia,2000,12
Saudi Arabia,2001,6
Saudi Arabia,2002,6
Saudi Arabia,2003,3
Saudi Arabia,2004,1
Saudi Arabia,2005,1
Sierra Leone,1987,1
Singapore,1973,1
Singapore,1977,2
Singapore,1979,1
Singapore,1980,5
Singapore,1981,3
Singapore,1982,2
Singapore,1983,7
Singapore,1984,7
Singapore,1985,7
Singapore,1986,10
Singapore,1987,22
Singapore,1988,28
Singapore,1989,27
Singapore,1990,47
Singapore,1991,53
Singapore,1992,60
Singapore,1993,65
Singapore,1994,76
Singapore,1995,81
Singapore,1996,71
Singapore,1997,64
Singapore,1998,38
Singapore,1999,29
Singapore,2000,20
Singapore,2001,14
Singapore,2002,9
Singapore,2003,5
Singapore,2005,1
Slovakia,1979,1
Slovakia,1980,1
Slovakia,1981,5
Slovakia,1982,4
Slovakia,1983,1
Slovakia,1984,5
Slovakia,1985,11
Slovakia,1986,12
Slovakia,1987,16
Slovakia,1988,17
Slovakia,1989,20
Slovakia,1990,27
Slovakia,1991,29
Slovakia,1992,22
Slovakia,1993,21
Slovakia,1994,19
Slovakia,1995,24
Slovakia,1996,23
Slovakia,1997,12
Slovakia,1998,17
Slovakia,1999,16
Slovakia,2000,10
Slovakia,2001,3
Slovakia,2002,2
Slovenia,1978,1
Slovenia,1980,1
Slovenia,1982,1
Slovenia,1983,1
Slovenia,1984,1
Slovenia,1985,3
Slovenia,1986,3
Slovenia,1987,5
Slovenia,1988,4
Slovenia,1989,8
Slovenia,1990,6
Slovenia,1991,8
Slovenia,1992,16
Slovenia,1993,9
Slovenia,1994,7
Slovenia,1995,8
Slovenia,1996,5
Slovenia,1997,3
Slovenia,1998,8
Slovenia,1999,3
Slovenia,2000,3
Slovenia,2001,3
Solomon Islands,1980,1
Somalia,2001,1
South Africa,1978,1
South Africa,1979,2
South Africa,1980,1
South Africa,1982,4
South Africa,1983,2
South Africa,1984,4
South Africa,1985,7
South Africa,1986,12
South Africa,1987,11
South Africa,1988,11
South Africa,1989,17
South Africa,1990,26
South Africa,1991,14
South Africa,1992,22
South Africa,1993,20
South Africa,1994,28
South Africa,1995,19
South Africa,1996,20
South Africa,1997,15
South Africa,1998,19
South Africa,1999,8
South Africa,2000,11
South Africa,2001,3
South Africa,2004,1
South Georgia and South Sandwich Islands,1991,1
South Korea,1982,1
South Korea,1984,1
South Korea,1985,2
South Korea,1986,1
South Korea,1987,6
South Korea,1988,12
South Korea,1989,9
South Korea,1990,9
South Korea,1991,8
South Korea,1992,3
South Korea,1993,14
South Korea,1994,6
South Korea,1995,9
South Korea,1996,16
South Korea,1997,9
South Korea,1998,13
South Korea,1999,5
South Korea,2000,3
South Korea,2003,1
Spain,1969,2
Spain,1972,1
Spain,1973,2
Spain,1974,1
Spain,1975,1
Spain,1977,2
Spain,1979,1
Spain,1980,6
Spain,1981,9
Spain,1982,9
Spain,1983,17
Spain,1984,20
Spain,1985,24
Spain,1986,34
Spain,1987,46
Spain,1988,43
Spain,1989,45
Spain,1990,93
Spain,1991,99
Spain,1992,129
Spain,1993,115
Spain,1994,143
Spain,1995,150
Spain,1996,146
Spain,1997,156
Spain,1998,150
Spain,1999,100
Spain,2000,52
Spain,2001,25
Spain,2002,15
Spain,2003,3
Sri Lanka,1986,1
Sri Lanka,1987,2
Sri Lanka,1989,2
Sri Lanka,1990,2
Sri Lanka,1991,2
Sri Lanka,1992,2
Sri Lanka,1993,1
Sri Lanka,1994,3
Sri Lanka,1995,6
Sri Lanka,1996,4
Sri Lanka,1997,2
Sri Lanka,1998,5
Sri Lanka,1999,4
Sri Lanka,2000,4
Sri Lanka,2001,4
Sri Lanka,2002,1
Sri Lanka,2005,1
Sudan,1986,1
Sudan,1991,1
Sudan,1993,1
Sudan,1994,2
Sudan,1995,4
Sudan,1996,1
Sudan,1997,3
Sudan,1998,4
Sudan,1999,1
Suriname,1988,1
Suriname,1989,1
Suriname,1992,1
Suriname,1996,1
Suriname,1997,1
Suriname,2000,1
Svalbard,1988,1
Svalbard,1992,1
Swaziland,1993,1
Sweden,1969,1
Sweden,1973,1
Sweden,1974,3
Sweden,1976,3
Sweden,1977,4
Sweden,1978,1
Sweden,1979,6
Sweden,1980,3
Sweden,1981,7
Sweden,1982,14
Sweden,1983,14
Sweden,1984,21
Sweden,1985,34
Sweden,1986,41
Sweden,1987,56
Sweden,1988,108
Sweden,1989,116
Sweden,1990,144
Sweden,1991,167
Sweden,1992,143
Sweden,1993,160
Sweden,1994,152
Sweden,1995,143
Sweden,1996,130
Sweden,1997,97
Sweden,1998,83
Sweden,1999,62
Sweden,2000,48
Sweden,2001,23
Sweden,2002,12
Sweden,2003,8
Sweden,2004,4
Sweden,2006,1
Switzerland,1972,1
Switzerland,1979,2
Switzerland,1981,1
Switzerland,1982,1
Switzerland,1984,2
Switzerland,1985,4
Switzerland,1986,6
Switzerland,1987,5
Switzerland,1988,7
Switzerland,1989,18
Switzerland,1990,21
Switzerland,1991,13
Switzerland,1992,13
Switzerland,1993,14
Switzerland,1994,20
Switzerland,1995,18
Switzerland,1996,19
Switzerland,1997,17
Switzerland,1998,14
Switzerland,1999,8
Switzerland,2000,8
Switzerland,2001,4
Switzerland,2002,3
Switzerland,2003,1
Switzerland,2004,1
Syria,1983,1
Syria,1984,1
Syria,1985,1
Syria,1987,2
Syria,1988,4
Syria,1990,2
Syria,1991,2
Syria,1992,5
Syria,1993,2
Syria,1994,4
Syria,1995,4
Syria,1996,2
Syria,1997,2
Syria,1998,3
Syria,1999,3
Syria,2000,1
Syria,2001,2
Taiwan,1984,1
Taiwan,1985,2
Taiwan,1986,3
Taiwan,1988,1
Taiwan,1990,4
Taiwan,1991,4
Taiwan,1992,1
Taiwan,1993,2
Taiwan,1994,1
Taiwan,1995,3
Taiwan,1996,3
Taiwan,1997,1
Taiwan,1998,1
Taiwan,1999,2
Taiwan,2000,1
Taiwan,2001,1
Thailand,1972,1
Thailand,1979,1
Thailand,1980,1
Thailand,1982,6
Thailand,1983,1
Thailand,1984,3
Thailand,1985,7
Thailand,1986,15
Thailand,1987,10
Thailand,1988,14
Thailand,1989,15
Thailand,1990,18
Thailand,1991,22
Thailand,1992,15
Thailand,1993,16
Thailand,1994,14
Thailand,1995,14
Thailand,1996,7
Thailand,1997,15
Thailand,1998,4
Thailand,1999,7
Thailand,2000,4
Thailand,2001,2
Thailand,2002,2
Thailand,2004,1
The Bahamas,1989,1
The Bahamas,1991,2
The Bahamas,1993,2
The Bahamas,1994,2
The Bahamas,1995,1
The Bahamas,1996,1
The Bahamas,1998,1
The Bahamas,1999,1
Togo,1969,1
Trinidad and Tobago,1984,1
Trinidad and Tobago,1985,1
Trinidad and Tobago,1986,3
Trinidad and Tobago,1987,2
Trinidad and Tobago,1988,2
Trinidad and Tobago,1989,2
Trinidad and Tobago,1990,2
Trinidad and Tobago,1991,4
Trinidad and Tobago,1992,4
Trinidad and Tobago,1993,3
Trinidad and Tobago,1994,2
Trinidad and Tobago,1995,8
Trinidad and Tobago,1996,7
Trinidad and Tobago,1997,2
Trinidad and Tobago,1998,4
Trinidad and Tobago,1999,1
Trinidad and Tobago,2001,3
Tunisia,1970,1
Tunisia,1977,1
Tunisia,1979,1
Tunisia,1980,1
Tunisia,1981,1
Tunisia,1983,2
Tunisia,1984,2
Tunisia,1986,2
Tunisia,1987,5
Tunisia,1988,2
Tunisia,1989,3
Tunisia,1990,2
Tunisia,1991,3
Tunisia,1992,5
Tunisia,1993,8
Tunisia,1994,8
Tunisia,1995,10
Tunisia,1996,7
Tunisia,1997,11
Tunisia,1998,6
Tunisia,1999,7
Tunisia,2000,6
Tunisia,2002,1
Tunisia,2004,1
Turkey,1973,1
Turkey,1976,2
Turkey,1977,1
Turkey,1978,2
Turkey,1979,6
Turkey,1980,6
Turkey,1981,7
Turkey,1982,16
Turkey,1983,9
Turkey,1984,21
Turkey,1985,23
Turkey,1986,15
Turkey,1987,46
Turkey,1988,42
Turkey,1989,57
Turkey,1990,70
Turkey,1991,82
Turkey,1992,84
Turkey,1993,92
Turkey,1994,86
Turkey,1995,80
Turkey,1996,66
Turkey,1997,66
Turkey,1998,54
Turkey,1999,28
Turkey,2000,18
Turkey,2001,13
Turkey,2002,12
Turkey,2003,5
Turkey,2004,1
Uganda,1990,1
Uganda,1993,1
Uganda,1994,1
Uganda,2000,1
Ukraine,1972,1
Ukraine,1974,1
Ukraine,1976,1
Ukraine,1979,2
Ukraine,1980,2
Ukraine,1981,3
Ukraine,1982,1
Ukraine,1983,14
Ukraine,1984,5
Ukraine,1985,13
Ukraine,1986,21
Ukraine,1987,24
Ukraine,1988,33
Ukraine,1989,51
Ukraine,1990,68
Ukraine,1991,66
Ukraine,1992,71
Ukraine,1993,46
Ukraine,1994,49
Ukraine,1995,31
Ukraine,1996,20
Ukraine,1997,24
Ukraine,1998,10
Ukraine,1999,3
Ukraine,2000,6
Ukraine,2002,1
Ukraine,2003,2
Ukraine,2008,1
United Arab Emirates,1977,1
United Arab Emirates,1979,2
United Arab Emirates,1981,1
United Arab Emirates,1982,1
United Arab Emirates,1984,4
United Arab Emirates,1985,7
United Arab Emirates,1986,7
United Arab Emirates,1987,6
United Arab Emirates,1988,15
United Arab Emirates,1989,14
United Arab Emirates,1990,20
United Arab Emirates,1991,21
United Arab Emirates,1992,26
United Arab Emirates,1993,36
United Arab Emirates,1994,32
United Arab Emirates,1995,28
United Arab Emirates,1996,31
United Arab Emirates,1997,20
United Arab Emirates,1998,24
United Arab Emirates,1999,11
United Arab Emirates,2000,14
United Arab Emirates,2001,7
United Arab Emirates,2002,4
United Arab Emirates,2003,1
United Arab Emirates,2004,1
United Kingdom,1969,1
United Kingdom,1970,1
United Kingdom,1971,3
United Kingdom,1972,1
United Kingdom,1973,2
United Kingdom,1974,2
United Kingdom,1975,1
United Kingdom,1976,2
United Kingdom,1977,3
United Kingdom,1978,6
United Kingdom,1979,15
United Kingdom,1980,17
United Kingdom,1981,20
United Kingdom,1982,38
United Kingdom,1983,37
United Kingdom,1984,45
United Kingdom,1985,87
United Kingdom,1986,114
United Kingdom,1987,150
United Kingdom,1988,202
United Kingdom,1989,252
United Kingdom,1990,382
United Kingdom,1991,433
United Kingdom,1992,464
United Kingdom,1993,463
United Kingdom,1994,542
United Kingdom,1995,458
United Kingdom,1996,441
United Kingdom,1997,401
United Kingdom,1998,310
United Kingdom,1999,206
United Kingdom,2000,154
United Kingdom,2001,80
United Kingdom,2002,40
United Kingdom,2003,15
United Kingdom,2004,4
United Kingdom,2005,2
United Kingdom,2008,3
United Republic of Tanzania,1996,1
United Republic of Tanzania,1998,1
United States Virgin Islands,1983,1
United States Virgin Islands,1997,1
United States of America,1969,23
United States of America,1970,15
United States of America,1971,19
United States of America,1972,20
United States of America,1973,34
United States of America,1974,31
United States of America,1975,33
United States of America,1976,41
United States of America,1977,53
United States of America,1978,61
United States of America,1979,87
United States of America,1980,136
United States of America,1981,184
United States of America,1982,245
United States of America,1983,324
United States of America,1984,434
United States of America,1985,566
United States of America,1986,727
United States of America,1987,901
United States of America,1988,1183
United States of America,1989,1528
United States of America,1990,1970
United States of America,1991,1896
United States of America,1992,1926
United States of America,1993,1975
United States of America,1994,1966
United States of America,1995,1800
United States of America,1996,1647
United States of America,1997,1291
United States of America,1998,941
United States of America,1999,673
United States of America,2000,378
United States of America,2001,228
United States of America,2002,139
United States of America,2003,60
United States of America,2004,29
United States of America,2005,5
United States of America,2006,5
United States of America,2007,2
Uruguay,1977,1
Uruguay,1980,1
Uruguay,1981,1
Uruguay,1982,2
Uruguay,1985,3
Uruguay,1986,4
Uruguay,1987,2
Uruguay,1988,1
Uruguay,1989,2
Uruguay,1990,8
Uruguay,1991,9
Uruguay,1992,6
Uruguay,1993,6
Uruguay,1994,8
Uruguay,1995,6
Uruguay,1996,5
Uruguay,1997,6
Uruguay,1998,6
Uruguay,1999,1
Uruguay,2000,3
Uruguay,2001,1
Uruguay,2003,1
Uzbekistan,1986,1
Uzbekistan,1992,1
Uzbekistan,1993,3
Uzbekistan,1996,1
Uzbekistan,1998,1
Vatican,1999,1
Vatican,2001,1
Venezuela,1975,2
Venezuela,1976,2
Venezuela,1978,2
Venezuela,1979,2
Venezuela,1980,1
Venezuela,1981,1
Venezuela,1982,3
Venezuela,1983,2
Venezuela,1984,3
Venezuela,1985,4
Venezuela,1986,4
Venezuela,1987,8
Venezuela,1988,8
Venezuela,1989,9
Venezuela,1990,18
Venezuela,1991,15
Venezuela,1992,22
Venezuela,1993,22
Venezuela,1994,22
Venezuela,1995,30
Venezuela,1996,10
Venezuela,1997,16
Venezuela,1998,22
Venezuela,1999,12
Venezuela,2000,9
Venezuela,2001,8
Venezuela,2002,5
Venezuela,2003,3
Venezuela,2005,1
Vietnam,1982,1
Vietnam,1985,2
Vietnam,1986,1
Vietnam,1987,6
Vietnam,1988,3
Vietnam,1989,10
Vietnam,1990,8
Vietnam,1991,8
Vietnam,1992,12
Vietnam,1993,14
Vietnam,1994,19
Vietnam,1995,25
Vietnam,1996,11
Vietnam,1997,18
Vietnam,1998,15
Vietnam,1999,20
Vietnam,2000,18
Vietnam,2001,4
Vietnam,2002,2
Vietnam,2003,4
Vietnam,2004,1
Vietnam,2005,1
Yemen,1992,1
Yemen,1993,1
Yemen,1994,1
Yemen,1995,1
Yemen,1997,1
Yemen,1998,1
Yemen,2000,1
Zimbabwe,1991,1
Zimbabwe,1992,1
Zimbabwe,1993,1
Zimbabwe,1997,2
